A,B,x,y,C,z,C_canonical,z_canonical,gcd,a,b,c,m,alpha,beta,gamma,macro_family,sub_family,regime,geometry,proof_status,certificate
128,128,5,5,512,4,2,9,128,1,1,4,4,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=35) : 2·2^35=2^36"
128,128,5,5,64,6,64,6,64,2,2,1,5,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=35) : 2·2^35=2^36"
128,128,5,5,2,36,2,36,2,64,64,1,5,0,0,31,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=35) : 2·2^35=2^36"
128,128,5,5,16,9,16,9,16,8,8,1,5,0,0,4,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=35) : 2·2^35=2^36"
128,128,7,7,32,10,32,10,32,4,4,1,7,0,0,3,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=49) : 2·2^49=2^50"
128,128,7,7,1024,5,2,10,128,1,1,8,5,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=49) : 2·2^49=2^50"
128,128,8,8,524288,3,2,19,128,1,1,4096,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=56) : 2·2^56=2^57"
128,128,8,8,8,19,8,19,8,16,16,1,8,0,0,11,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=56) : 2·2^56=2^57"
128,128,9,9,65536,4,2,16,128,1,1,512,4,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=63) : 2·2^63=2^64"
128,128,9,9,256,8,256,8,128,1,1,2,8,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=63) : 2·2^63=2^64"
162,162,3,3,54,4,54,4,54,3,3,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=162,k=3) : 2·162^3=54^4"
162,162,7,7,8748,4,8748,4,162,1,1,54,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=162,k=7) : 2·162^7=8748^4"
250,250,5,5,12500,3,12500,3,250,1,1,50,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=250,k=5) : 2·250^5=12500^3"
250,250,8,8,3125000,3,3125000,3,250,1,1,12500,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=250,k=8) : 2·250^8=3125000^3"
256,256,10,10,134217728,3,2,27,256,1,1,524288,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=80) : 2·2^80=2^81"
256,256,10,10,512,9,512,9,256,1,1,2,9,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=80) : 2·2^80=2^81"
256,256,3,3,32,5,32,5,32,8,8,1,3,0,0,2,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=24) : 2·2^24=2^25"
256,256,4,4,2048,3,2,11,256,1,1,8,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=32) : 2·2^32=2^33"
256,256,6,6,128,7,128,7,128,2,2,1,6,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=48) : 2·2^48=2^49"
256,256,7,7,524288,3,2,19,256,1,1,2048,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=56) : 2·2^56=2^57"
256,256,8,8,32,13,32,13,32,8,8,1,8,0,0,5,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=64) : 2·2^64=2^65"
256,256,8,8,8192,5,2,13,256,1,1,32,5,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=64) : 2·2^64=2^65"
432,432,5,5,31104,3,31104,3,432,1,1,72,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=432,k=5) : 2·432^5=31104^3"
432,432,8,8,13436928,3,13436928,3,432,1,1,31104,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=432,k=8) : 2·432^8=13436928^3"
486,486,4,4,162,5,162,5,162,3,3,1,4,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=486,k=4) : 2·486^4=162^5"
486,486,9,9,78732,5,78732,5,486,1,1,162,5,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=486,k=9) : 2·486^9=78732^5"
500,500,10,10,1250000000,3,1250000000,3,500,1,1,2500000,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=500,k=10) : 2·500^10=1250000000^3"
500,500,4,4,5000,3,5000,3,500,1,1,10,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=500,k=4) : 2·500^4=5000^3"
500,500,7,7,2500000,3,2500000,3,500,1,1,5000,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=500,k=7) : 2·500^7=2500000^3"
512,512,10,10,8192,7,2,13,512,1,1,16,7,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=90) : 2·2^90=2^91"
512,512,3,3,128,4,2,7,128,4,4,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=27) : 2·2^27=2^28"
512,512,3,3,16,7,16,7,16,32,32,1,3,0,0,4,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=27) : 2·2^27=2^28"
512,512,3,3,2,28,2,28,2,256,256,1,3,0,0,25,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=27) : 2·2^27=2^28"
512,512,6,6,2048,5,2,11,512,1,1,4,5,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=54) : 2·2^54=2^55"
512,512,7,7,65536,4,2,16,512,1,1,128,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=63) : 2·2^63=2^64"
512,512,7,7,256,8,256,8,256,2,2,1,7,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=63) : 2·2^63=2^64"
648,648,5,5,3888,4,3888,4,648,1,1,6,4,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=648,k=5) : 2·648^5=3888^4"
648,648,9,9,2519424,4,2519424,4,648,1,1,3888,4,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=648,k=9) : 2·648^9=2519424^4"
686,686,5,5,67228,3,67228,3,686,1,1,98,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=686,k=5) : 2·686^5=67228^3"
686,686,8,8,46118408,3,46118408,3,686,1,1,67228,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=686,k=8) : 2·686^8=46118408^3"
864,864,10,10,7739670528,3,7739670528,3,864,1,1,8957952,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=864,k=10) : 2·864^10=7739670528^3"
864,864,4,4,10368,3,10368,3,864,1,1,12,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=864,k=4) : 2·864^4=10368^3"
864,864,7,7,8957952,3,8957952,3,864,1,1,10368,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=864,k=7) : 2·864^7=8957952^3"
972,972,7,7,17496,5,17496,5,972,1,1,18,5,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=972,k=7) : 2·972^7=17496^5"
1024,1024,5,5,131072,3,2,17,1024,1,1,128,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=50) : 2·2^50=2^51"
1024,1024,8,8,134217728,3,2,27,1024,1,1,131072,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=80) : 2·2^80=2^81"
1024,1024,8,8,8,27,8,27,8,128,128,1,8,0,0,19,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=80) : 2·2^80=2^81"
1024,1024,8,8,512,9,512,9,512,2,2,1,8,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=80) : 2·2^80=2^81"
1024,1024,9,9,8192,7,2,13,1024,1,1,8,7,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=90) : 2·2^90=2^91"
1250,1250,3,3,250,4,250,4,250,5,5,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=1250,k=3) : 2·1250^3=250^4"
1250,1250,7,7,312500,4,312500,4,1250,1,1,250,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1250,k=7) : 2·1250^7=312500^4"
1372,1372,10,10,36156831872,3,36156831872,3,1372,1,1,26353376,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1372,k=10) : 2·1372^10=36156831872^3"
1372,1372,4,4,19208,3,19208,3,1372,1,1,14,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1372,k=4) : 2·1372^4=19208^3"
1372,1372,7,7,26353376,3,26353376,3,1372,1,1,19208,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1372,k=7) : 2·1372^7=26353376^3"
1458,1458,5,5,236196,3,236196,3,1458,1,1,162,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1458,k=5) : 2·1458^5=236196^3"
1458,1458,5,5,486,6,486,6,486,3,3,1,5,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=1458,k=5) : 2·1458^5=486^6"
1458,1458,8,8,344373768,3,344373768,3,1458,1,1,236196,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1458,k=8) : 2·1458^8=344373768^3"
1944,1944,3,3,108,5,108,5,108,18,18,1,3,0,0,2,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1944,k=3) : 2·1944^3=108^5"
1944,1944,8,8,209952,5,209952,5,1944,1,1,108,5,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=1944,k=8) : 2·1944^8=209952^5"
2000,2000,5,5,400000,3,400000,3,2000,1,1,200,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2000,k=5) : 2·2000^5=400000^3"
2000,2000,8,8,800000000,3,800000000,3,2000,1,1,400000,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2000,k=8) : 2·2000^8=800000000^3"
2048,2048,10,10,137438953472,3,2,37,2048,1,1,67108864,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=110) : 2·2^110=2^111"
2048,2048,4,4,32768,3,2,15,2048,1,1,16,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=44) : 2·2^44=2^45"
2048,2048,4,4,512,5,2,9,512,4,4,1,4,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=44) : 2·2^44=2^45"
2048,2048,4,4,32,9,32,9,32,64,64,1,4,0,0,5,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=44) : 2·2^44=2^45"
2048,2048,5,5,16384,4,2,14,2048,1,1,8,4,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=55) : 2·2^55=2^56"
2048,2048,5,5,256,7,2,8,256,8,8,1,5,0,0,2,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=55) : 2·2^55=2^56"
2048,2048,5,5,128,8,128,8,128,16,16,1,5,0,0,3,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=55) : 2·2^55=2^56"
2048,2048,7,7,67108864,3,2,26,2048,1,1,32768,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=77) : 2·2^77=2^78"
2048,2048,7,7,8192,6,2,13,2048,1,1,4,6,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=77) : 2·2^77=2^78"
2048,2048,9,9,1024,10,1024,10,1024,2,2,1,9,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=99) : 2·2^99=2^100"
2048,2048,9,9,33554432,4,2,25,2048,1,1,16384,4,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=99) : 2·2^99=2^100"
2048,2048,9,9,1048576,5,2,20,2048,1,1,512,5,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=99) : 2·2^99=2^100"
2048,2048,9,9,16,25,16,25,16,128,128,1,9,0,0,16,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=99) : 2·2^99=2^100"
2592,2592,3,3,432,4,432,4,432,6,6,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2592,k=3) : 2·2592^3=432^4"
2592,2592,7,7,1119744,4,1119744,4,2592,1,1,432,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2592,k=7) : 2·2592^7=1119744^4"
2662,2662,5,5,644204,3,644204,3,2662,1,1,242,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2662,k=5) : 2·2662^5=644204^3"
2662,2662,8,8,1714871048,3,1714871048,3,2662,1,1,644204,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2662,k=8) : 2·2662^8=1714871048^3"
2916,2916,10,10,446308403328,3,446308403328,3,2916,1,1,153055008,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2916,k=10) : 2·2916^10=446308403328^3"
2916,2916,4,4,52488,3,52488,3,2916,1,1,18,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2916,k=4) : 2·2916^4=52488^3"
2916,2916,7,7,153055008,3,153055008,3,2916,1,1,52488,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2916,k=7) : 2·2916^7=153055008^3"
3456,3456,5,5,995328,3,995328,3,3456,1,1,288,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=3456,k=5) : 2·3456^5=995328^3"
3456,3456,8,8,3439853568,3,3439853568,3,3456,1,1,995328,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=3456,k=8) : 2·3456^8=3439853568^3"
3888,3888,6,6,23328,5,23328,5,3888,1,1,6,5,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=3888,k=6) : 2·3888^6=23328^5"
4000,4000,10,10,1280000000000,3,1280000000000,3,4000,1,1,320000000,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4000,k=10) : 2·4000^10=1280000000000^3"
4000,4000,4,4,80000,3,80000,3,4000,1,1,20,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4000,k=4) : 2·4000^4=80000^3"
4000,4000,7,7,320000000,3,320000000,3,4000,1,1,80000,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4000,k=7) : 2·4000^7=320000000^3"
4096,4096,4,4,128,7,128,7,128,32,32,1,4,0,0,3,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=48) : 2·2^48=2^49"
4096,4096,7,7,131072,5,2,17,4096,1,1,32,5,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=84) : 2·2^84=2^85"
4374,4374,6,6,1458,7,1458,7,1458,3,3,1,6,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=4374,k=6) : 2·4374^6=1458^7"
4394,4394,5,5,1485172,3,1485172,3,4394,1,1,338,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4394,k=5) : 2·4394^5=1485172^3"
4394,4394,8,8,6525845768,3,6525845768,3,4394,1,1,1485172,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4394,k=8) : 2·4394^8=6525845768^3"
4802,4802,3,3,686,4,686,4,686,7,7,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=4802,k=3) : 2·4802^3=686^4"
4802,4802,7,7,3294172,4,3294172,4,4802,1,1,686,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=4802,k=7) : 2·4802^7=3294172^4"
5000,5000,5,5,50000,4,50000,4,5000,1,1,10,4,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5000,k=5) : 2·5000^5=50000^4"
5000,5000,9,9,250000000,4,250000000,4,5000,1,1,50000,4,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5000,k=9) : 2·5000^9=250000000^4"
5324,5324,10,10,3319990348928,3,3319990348928,3,5324,1,1,623589472,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5324,k=10) : 2·5324^10=3319990348928^3"
5324,5324,4,4,117128,3,117128,3,5324,1,1,22,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5324,k=4) : 2·5324^4=117128^3"
5324,5324,7,7,623589472,3,623589472,3,5324,1,1,117128,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5324,k=7) : 2·5324^7=623589472^3"
5488,5488,5,5,2151296,3,2151296,3,5488,1,1,392,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5488,k=5) : 2·5488^5=2151296^3"
5488,5488,8,8,11806312448,3,11806312448,3,5488,1,1,2151296,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=5488,k=8) : 2·5488^8=11806312448^3"
6250,6250,4,4,1250,5,1250,5,1250,5,5,1,4,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=6250,k=4) : 2·6250^4=1250^5"
6250,6250,9,9,7812500,5,7812500,5,6250,1,1,1250,5,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6250,k=9) : 2·6250^9=7812500^5"
6750,6750,5,5,3037500,3,3037500,3,6750,1,1,450,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6750,k=5) : 2·6750^5=3037500^3"
6750,6750,8,8,20503125000,3,20503125000,3,6750,1,1,3037500,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6750,k=8) : 2·6750^8=20503125000^3"
6912,6912,10,10,7925422620672,3,7925422620672,3,6912,1,1,1146617856,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6912,k=10) : 2·6912^10=7925422620672^3"
6912,6912,4,4,165888,3,165888,3,6912,1,1,24,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6912,k=4) : 2·6912^4=165888^3"
6912,6912,7,7,1146617856,3,1146617856,3,6912,1,1,165888,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=6912,k=7) : 2·6912^7=1146617856^3"
8192,8192,3,3,16,10,16,10,16,512,512,1,3,0,0,7,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=39) : 2·2^39=2^40"
8192,8192,3,3,1024,4,2,10,1024,8,8,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=39) : 2·2^39=2^40"
8192,8192,3,3,256,5,2,8,256,32,32,1,3,0,0,2,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=39) : 2·2^39=2^40"
8192,8192,3,3,32,8,32,8,32,256,256,1,3,0,0,5,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=39) : 2·2^39=2^40"
8192,8192,5,5,4194304,3,2,22,8192,1,1,512,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=65) : 2·2^65=2^66"
8192,8192,5,5,2048,6,2,11,2048,4,4,1,5,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=2,k=65) : 2·2^65=2^66"
8192,8192,7,7,8388608,4,2,23,8192,1,1,1024,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=91) : 2·2^91=2^92"
8192,8192,7,7,16,23,16,23,16,512,512,1,7,0,0,16,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=91) : 2·2^91=2^92"
8192,8192,8,8,8,35,8,35,8,1024,1024,1,8,0,0,27,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=104) : 2·2^104=2^105"
8192,8192,8,8,34359738368,3,2,35,8192,1,1,4194304,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=104) : 2·2^104=2^105"
8192,8192,8,8,2097152,5,2,21,8192,1,1,256,5,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=104) : 2·2^104=2^105"
8192,8192,8,8,32768,7,2,15,8192,1,1,4,7,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=104) : 2·2^104=2^105"
8748,8748,10,10,472392,7,472392,7,8748,1,1,54,7,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=8748,k=10) : 2·8748^10=472392^7"
8748,8748,3,3,54,7,54,7,54,162,162,1,3,0,0,4,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=8748,k=3) : 2·8748^3=54^7"
8788,8788,10,10,17645886956672,3,17645886956672,3,8788,1,1,2007952544,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=8788,k=10) : 2·8788^10=17645886956672^3"
8788,8788,4,4,228488,3,228488,3,8788,1,1,26,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=8788,k=4) : 2·8788^4=228488^3"
8788,8788,7,7,2007952544,3,2007952544,3,8788,1,1,228488,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=8788,k=7) : 2·8788^7=2007952544^3"
9826,9826,5,5,5679428,3,5679428,3,9826,1,1,578,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=9826,k=5) : 2·9826^5=5679428^3"
9826,9826,8,8,55806059528,3,55806059528,3,9826,1,1,5679428,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=9826,k=8) : 2·9826^8=55806059528^3"
10368,10368,5,5,124416,4,124416,4,10368,1,1,12,4,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=10368,k=5) : 2·10368^5=124416^4"
10368,10368,9,9,1289945088,4,1289945088,4,10368,1,1,124416,4,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=10368,k=9) : 2·10368^9=1289945088^4"
10976,10976,10,10,37024595836928,3,37024595836928,3,10976,1,1,3373232128,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=10976,k=10) : 2·10976^10=37024595836928^3"
10976,10976,4,4,307328,3,307328,3,10976,1,1,28,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=10976,k=4) : 2·10976^4=307328^3"
10976,10976,7,7,3373232128,3,3373232128,3,10976,1,1,307328,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=10976,k=7) : 2·10976^7=3373232128^3"
11664,11664,5,5,7558272,3,7558272,3,11664,1,1,648,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=11664,k=5) : 2·11664^5=7558272^3"
11664,11664,8,8,88159684608,3,88159684608,3,11664,1,1,7558272,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=11664,k=8) : 2·11664^8=88159684608^3"
12500,12500,7,7,625000,5,625000,5,12500,1,1,50,5,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=12500,k=7) : 2·12500^7=625000^5"
13122,13122,3,3,1458,4,1458,4,1458,9,9,1,3,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=13122,k=3) : 2·13122^3=1458^4"
13122,13122,7,7,19131876,4,19131876,4,13122,1,1,1458,4,3,3,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13122,k=7) : 2·13122^7=19131876^4"
13122,13122,7,7,4374,8,4374,8,4374,3,3,1,7,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=13122,k=7) : 2·13122^7=4374^8"
13500,13500,10,10,73811250000000,3,73811250000000,3,13500,1,1,5467500000,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13500,k=10) : 2·13500^10=73811250000000^3"
13500,13500,4,4,405000,3,405000,3,13500,1,1,30,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13500,k=4) : 2·13500^4=405000^3"
13500,13500,7,7,5467500000,3,5467500000,3,13500,1,1,405000,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13500,k=7) : 2·13500^7=5467500000^3"
13718,13718,5,5,9904396,3,9904396,3,13718,1,1,722,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13718,k=5) : 2·13718^5=9904396^3"
13718,13718,8,8,135868504328,3,135868504328,3,13718,1,1,9904396,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=13718,k=8) : 2·13718^8=135868504328^3"
15552,15552,4,4,2592,5,2592,5,2592,6,6,1,4,0,0,1,M1,M1.1,prime,Gvd,identity_proven,"M1.1·sym-pure(A=15552,k=4) : 2·15552^4=2592^5"
15552,15552,9,9,40310784,5,40310784,5,15552,1,1,2592,5,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=15552,k=9) : 2·15552^9=40310784^5"
16000,16000,5,5,12800000,3,12800000,3,16000,1,1,800,3,2,2,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=16000,k=5) : 2·16000^5=12800000^3"
16000,16000,8,8,204800000000,3,204800000000,3,16000,1,1,12800000,3,5,5,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=16000,k=8) : 2·16000^8=204800000000^3"
16384,16384,10,10,140737488355328,3,140737488355328,3,16384,1,1,8589934592,3,7,7,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=140) : 2·2^140=140737488355328^3"
16384,16384,4,4,524288,3,2,19,16384,1,1,32,3,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=56) : 2·2^56=2^57"
16384,16384,6,6,131072,5,2,17,16384,1,1,8,5,1,1,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=84) : 2·2^84=2^85"
16384,16384,7,7,8589934592,3,2,33,16384,1,1,524288,3,4,4,0,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=98) : 2·2^98=2^99"
16384,16384,7,7,2048,9,2,11,2048,8,8,1,7,0,0,2,M1,M1.1,prime,none,identity_proven,"M1.1·sym-pure(A=2,k=98) : 2·2^98=2^99"
